level_0,index,sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
10,10,BHL_61_sample_Dutch_19.0.txt_12530-12930,"['BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt']","[12569, 12580, 12750]","[12576, 12589, 12759]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12569, end=12576, entitycategory=PERSON, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12580, end=12589, entitycategory=PERSON, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12750, end=12759, entitycategory=PERSON, sentimentcategory=3)']","['hoofden', 'bevolking', 'personeel']","Wordt er bij een der gedeelten door de hoofden of bevolking geïnformeerd naar het doel der komst en de werkzaamheden van het andere gedeelte , zoo geve men op , hieromtrent niet volkomen ingelicht te zijn , daar men het personeel er van niet kent , doch dat men vernomen heeft dat het doel van geheel particulieren aard is , namelijk het drijven van handel of het aanknoopen van handelsbetrekkingen .","['NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON', 'PERSON']","(['Wordt', 'er', 'bij', 'een', 'der', 'gedeelten', 'door', 'de', 'hoofden', 'of', 'bevolking', 'geïnformeerd', 'naar', 'het', 'doel', 'der', 'komst', 'en', 'de', 'werkzaamheden', 'van', 'het', 'andere', 'gedeelte', ',', 'zoo', 'geve', 'men', 'op', ',', 'hieromtrent', 'niet', 'volkomen', 'ingelicht', 'te', 'zijn', ',', 'daar', 'men', 'het', 'personeel', 'er', 'van', 'niet', 'kent', ',', 'doch', 'dat', 'men', 'vernomen', 'heeft', 'dat', 'het', 'doel', 'van', 'geheel', 'particulieren', 'aard', 'is', ',', 'namelijk', 'het', 'drijven', 'van', 'handel', 'of', 'het', 'aanknoopen', 'van', 'handelsbetrekkingen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Wordt', 'er', 'bij', 'een', 'der', 'gedeelten', 'door', 'de', 'hoofden', 'of', 'bevolking', 'geïnformeerd', 'naar', 'het', 'doel', 'der', 'komst', 'en', 'de', 'werkzaamheden', 'van', 'het', 'andere', 'gedeelte', ',', 'zoo', 'geve', 'men', 'op', ',', 'hieromtrent', 'niet', 'volkomen', 'ingelicht', 'te', 'zijn', ',', 'daar', 'men', 'het', 'personeel', 'er', 'van', 'niet', 'kent', ',', 'doch', 'dat', 'men', 'vernomen', 'heeft', 'dat', 'het', 'doel', 'van', 'geheel', 'particulieren', 'aard', 'is', ',', 'namelijk', 'het', 'drijven', 'van', 'handel', 'of', 'het', 'aanknoopen', 'van', 'handelsbetrekkingen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11,11,BHL_61_sample_Dutch_19.0.txt_12931-13248,"['BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt']","[12961, 13149]","[12965, 13171]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12961, end=12965, entitycategory=PERSON, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13149, end=13171, entitycategory=LOCATION)']","['chef', 'Padangsche Bovenlanden']","Dienovereenkomstig heb ik den chef van het terreinonderzoek der hooglanden , die mij mededeelde waarschijnlijk tegen de maand September reeds gereed te zullen zijn met de onder- zoekingen in het zuidelijk gedeelte der Padangsche Bovenlanden , dringend verzocht , zich thans reeds streng aan punt b te blijven houden .","['NULL_CAT', 'ASPECT']","['PERSON', 'LOCATION']","(['Dienovereenkomstig', 'heb', 'ik', 'den', 'chef', 'van', 'het', 'terreinonderzoek', 'der', 'hooglanden', ',', 'die', 'mij', 'mededeelde', 'waarschijnlijk', 'tegen', 'de', 'maand', 'September', 'reeds', 'gereed', 'te', 'zullen', 'zijn', 'met', 'de', 'onder', 'zoekingen', 'in', 'het', 'zuidelijk', 'gedeelte', 'der', 'Padangsche', 'Bovenlanden', ',', 'dringend', 'verzocht', ',', 'zich', 'thans', 'reeds', 'streng', 'aan', 'punt', 'b', 'te', 'blijven', 'houden', '.'], ['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Dienovereenkomstig', 'heb', 'ik', 'den', 'chef', 'van', 'het', 'terreinonderzoek', 'der', 'hooglanden', ',', 'die', 'mij', 'mededeelde', 'waarschijnlijk', 'tegen', 'de', 'maand', 'September', 'reeds', 'gereed', 'te', 'zullen', 'zijn', 'met', 'de', 'onder', 'zoekingen', 'in', 'het', 'zuidelijk', 'gedeelte', 'der', 'Padangsche', 'Bovenlanden', ',', 'dringend', 'verzocht', ',', 'zich', 'thans', 'reeds', 'streng', 'aan', 'punt', 'b', 'te', 'blijven', 'houden', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12,12,BHL_61_sample_Dutch_19.0.txt_13249-13579,"['BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt']","[13324, 13392, 13405, 13425, 13519, 13533]","[13335, 13400, 13418, 13433, 13528, 13542]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13324, end=13335, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=13392, end=13400, entitycategory=PERSON, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13405, end=13418, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13425, end=13433, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=13519, end=13528, entitycategory=PERSON, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13533, end=13542, entitycategory=ORGANISATION, sentimentcategory=3)']","['Batang Hari', 'inlander', 'Soengei Pagoe', 'XII Kóta', 'personeel', 'commissie']","Verneemt men in dit gedeelte van ons gebied , dat een handelsvaartuigje de Batang Hari opstoomt , zoo is het noodzakelijk dat dadelijk bij den inlander van Soengei Pagoe en de XII Kóta de overtuiging post vatte , dat dit vaartuigje in geenerlei betrekking staat tot het personeel der commissie die in onze hooglanden werkzaam is .","['ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT']","['NAT_LANDFORM', 'PERSON', 'LOCATION', 'LOCATION', 'PERSON', 'ORGANISATION']","(['Verneemt', 'men', 'in', 'dit', 'gedeelte', 'van', 'ons', 'gebied', ',', 'dat', 'een', 'handelsvaartuigje', 'de', 'Batang', 'Hari', 'opstoomt', ',', 'zoo', 'is', 'het', 'noodzakelijk', 'dat', 'dadelijk', 'bij', 'den', 'inlander', 'van', 'Soengei', 'Pagoe', 'en', 'de', 'XII', 'Kóta', 'de', 'overtuiging', 'post', 'vatte', ',', 'dat', 'dit', 'vaartuigje', 'in', 'geenerlei', 'betrekking', 'staat', 'tot', 'het', 'personeel', 'der', 'commissie', 'die', 'in', 'onze', 'hooglanden', 'werkzaam', 'is', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Verneemt', 'men', 'in', 'dit', 'gedeelte', 'van', 'ons', 'gebied', ',', 'dat', 'een', 'handelsvaartuigje', 'de', 'Batang', 'Hari', 'opstoomt', ',', 'zoo', 'is', 'het', 'noodzakelijk', 'dat', 'dadelijk', 'bij', 'den', 'inlander', 'van', 'Soengei', 'Pagoe', 'en', 'de', 'XII', 'Kóta', 'de', 'overtuiging', 'post', 'vatte', ',', 'dat', 'dit', 'vaartuigje', 'in', 'geenerlei', 'betrekking', 'staat', 'tot', 'het', 'personeel', 'der', 'commissie', 'die', 'in', 'onze', 'hooglanden', 'werkzaam', 'is', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13,13,BHL_61_sample_Dutch_19.0.txt_1325-1352,['BHL_61_sample_Dutch_19.0.txt'],[1341],[1350],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1341, end=1350, entitycategory=LOCATION)']",['PALEMBANG'],WEGWIJZERS NAAR PALEMBANG .,['ASPECT'],['LOCATION'],"(['WEGWIJZERS', 'NAAR', 'PALEMBANG', '.'], ['O', 'O', 'B-LOCATION', 'O'])","['WEGWIJZERS', 'NAAR', 'PALEMBANG', '.']","['O', 'O', 'B-LOCATION', 'O']"
14,14,BHL_61_sample_Dutch_19.0.txt_1353-1473,['BHL_61_sample_Dutch_19.0.txt'],[1364],[1373],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1364, end=1373, entitycategory=PERSON, sentimentcategory=3)']",['personeel'],Zoowel het personeel der Expeditie als hare plannen en vooruitzichten hadden thans aanmerkelijke verandering ondergaan .,['NULL_CAT'],['PERSON'],"(['Zoowel', 'het', 'personeel', 'der', 'Expeditie', 'als', 'hare', 'plannen', 'en', 'vooruitzichten', 'hadden', 'thans', 'aanmerkelijke', 'verandering', 'ondergaan', '.'], ['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Zoowel', 'het', 'personeel', 'der', 'Expeditie', 'als', 'hare', 'plannen', 'en', 'vooruitzichten', 'hadden', 'thans', 'aanmerkelijke', 'verandering', 'ondergaan', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15,15,BHL_61_sample_Dutch_19.0.txt_13580-13713,['BHL_61_sample_Dutch_19.0.txt'],[13656],[13674],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13656, end=13674, entitycategory=LOCATION)']",['Rantau Batang Hari'],"Heeft die overtuiging eenmaal post gevat , dan zal zij zich spoedig naar de Rantau Batang Hari en verder landwaarts in voortplanten .",['ASPECT'],['LOCATION'],"(['Heeft', 'die', 'overtuiging', 'eenmaal', 'post', 'gevat', ',', 'dan', 'zal', 'zij', 'zich', 'spoedig', 'naar', 'de', 'Rantau', 'Batang', 'Hari', 'en', 'verder', 'landwaarts', 'in', 'voortplanten', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O'])","['Heeft', 'die', 'overtuiging', 'eenmaal', 'post', 'gevat', ',', 'dan', 'zal', 'zij', 'zich', 'spoedig', 'naar', 'de', 'Rantau', 'Batang', 'Hari', 'en', 'verder', 'landwaarts', 'in', 'voortplanten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']"
16,16,BHL_61_sample_Dutch_19.0.txt_13714-13905,['BHL_61_sample_Dutch_19.0.txt'],[13856],[13874],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13856, end=13874, entitycategory=LOCATION)']",['Rantau Batang Hari'],"Verder heb ik ZEd . in overweging gegeven , vooralsnog in ons gebied zijn voornemen niet bekend te maken van de onafhankelijke districten der Rantau Batang Hari te willen komen bezoeken ■ ) .",['ASPECT'],['LOCATION'],"(['Verder', 'heb', 'ik', 'ZEd', '.', 'in', 'overweging', 'gegeven', ',', 'vooralsnog', 'in', 'ons', 'gebied', 'zijn', 'voornemen', 'niet', 'bekend', 'te', 'maken', 'van', 'de', 'onafhankelijke', 'districten', 'der', 'Rantau', 'Batang', 'Hari', 'te', 'willen', 'komen', 'bezoeken', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O'])","['Verder', 'heb', 'ik', 'ZEd', '.', 'in', 'overweging', 'gegeven', ',', 'vooralsnog', 'in', 'ons', 'gebied', 'zijn', 'voornemen', 'niet', 'bekend', 'te', 'maken', 'van', 'de', 'onafhankelijke', 'districten', 'der', 'Rantau', 'Batang', 'Hari', 'te', 'willen', 'komen', 'bezoeken', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O']"
17,17,BHL_61_sample_Dutch_19.0.txt_13906-14048,['BHL_61_sample_Dutch_19.0.txt'],[13965],[13980],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13965, end=13980, entitycategory=LOCATION)']",['Soengei Koenjit'],"Hiervan zonderen wij uit het kleine onafhankelijke staatje Soengei Koenjit , dat reeds blijken gegeven heeft van toenadering tot ons bestuur .",['ASPECT'],['LOCATION'],"(['Hiervan', 'zonderen', 'wij', 'uit', 'het', 'kleine', 'onafhankelijke', 'staatje', 'Soengei', 'Koenjit', ',', 'dat', 'reeds', 'blijken', 'gegeven', 'heeft', 'van', 'toenadering', 'tot', 'ons', 'bestuur', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Hiervan', 'zonderen', 'wij', 'uit', 'het', 'kleine', 'onafhankelijke', 'staatje', 'Soengei', 'Koenjit', ',', 'dat', 'reeds', 'blijken', 'gegeven', 'heeft', 'van', 'toenadering', 'tot', 'ons', 'bestuur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18,18,BHL_61_sample_Dutch_19.0.txt_14049-14487,"['BHL_61_sample_Dutch_19.0.txt', 'BHL_61_sample_Dutch_19.0.txt']","[14094, 14470]","[14103, 14476]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14094, end=14103, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14470, end=14476, entitycategory=LOCATION)']","['commissie', 'Djambi']","Dit staatje zou , nadat de werkzaamheden der commissie : i ) op ons gebied beëindigd zijn , bezocht kunnen worden , op de wijze zooals wij reeds vroeger vermeldden , doch men zou zich tijdens dit bezoek moeten onthouden van eenige mededeeling omtrent verdere onderzoekingsplannen meer landwaarts in , tot tijd en wijle er nadere berichten ontvangen zijn omtrent de handelingen en ontmoetingen van het gedeelte dat vanuit Djambi opereert .","['ASPECT', 'ASPECT']","['ORGANISATION', 'LOCATION']","(['Dit', 'staatje', 'zou', ',', 'nadat', 'de', 'werkzaamheden', 'der', 'commissie', 'i', 'op', 'ons', 'gebied', 'beëindigd', 'zijn', ',', 'bezocht', 'kunnen', 'worden', ',', 'op', 'de', 'wijze', 'zooals', 'wij', 'reeds', 'vroeger', 'vermeldden', ',', 'doch', 'men', 'zou', 'zich', 'tijdens', 'dit', 'bezoek', 'moeten', 'onthouden', 'van', 'eenige', 'mededeeling', 'omtrent', 'verdere', 'onderzoekingsplannen', 'meer', 'landwaarts', 'in', ',', 'tot', 'tijd', 'en', 'wijle', 'er', 'nadere', 'berichten', 'ontvangen', 'zijn', 'omtrent', 'de', 'handelingen', 'en', 'ontmoetingen', 'van', 'het', 'gedeelte', 'dat', 'vanuit', 'Djambi', 'opereert', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O'])","['Dit', 'staatje', 'zou', ',', 'nadat', 'de', 'werkzaamheden', 'der', 'commissie', 'i', 'op', 'ons', 'gebied', 'beëindigd', 'zijn', ',', 'bezocht', 'kunnen', 'worden', ',', 'op', 'de', 'wijze', 'zooals', 'wij', 'reeds', 'vroeger', 'vermeldden', ',', 'doch', 'men', 'zou', 'zich', 'tijdens', 'dit', 'bezoek', 'moeten', 'onthouden', 'van', 'eenige', 'mededeeling', 'omtrent', 'verdere', 'onderzoekingsplannen', 'meer', 'landwaarts', 'in', ',', 'tot', 'tijd', 'en', 'wijle', 'er', 'nadere', 'berichten', 'ontvangen', 'zijn', 'omtrent', 'de', 'handelingen', 'en', 'ontmoetingen', 'van', 'het', 'gedeelte', 'dat', 'vanuit', 'Djambi', 'opereert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O']"
19,19,BHL_61_sample_Dutch_19.0.txt_14488-14697,['BHL_61_sample_Dutch_19.0.txt'],[14544],[14560],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14544, end=14560, entitycategory=PERSON)']",['heer van Hasselt'],"Dat het eindelijk voor de personeele veiligheid van den heer van Hasselt , indien hij zich ' ) Wij weten reeds dat er tusschen de staatjes in het binnenland verbonden bestaan om elkander wederzijds te helpen .",['ASPECT'],['PERSON'],"(['Dat', 'het', 'eindelijk', 'voor', 'de', 'personeele', 'veiligheid', 'van', 'den', 'heer', 'van', 'Hasselt', ',', 'indien', 'hij', 'zich', ""'"", 'Wij', 'weten', 'reeds', 'dat', 'er', 'tusschen', 'de', 'staatjes', 'in', 'het', 'binnenland', 'verbonden', 'bestaan', 'om', 'elkander', 'wederzijds', 'te', 'helpen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Dat', 'het', 'eindelijk', 'voor', 'de', 'personeele', 'veiligheid', 'van', 'den', 'heer', 'van', 'Hasselt', ',', 'indien', 'hij', 'zich', ""'"", 'Wij', 'weten', 'reeds', 'dat', 'er', 'tusschen', 'de', 'staatjes', 'in', 'het', 'binnenland', 'verbonden', 'bestaan', 'om', 'elkander', 'wederzijds', 'te', 'helpen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
