Unnamed: 0,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,century
13375,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2413-2598,2465,2475,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2465, end=2475, entitycategory=LOCATION)",Cañon City,"Through Pueblo one road leads to the park by way of Cañon City , from where one may look down into the Royal Gorge , the deepest canyon in the world penetrated by a railroad and river .",ASPECT,LOCATION,20.0
13376,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2413-2598,2516,2527,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2516, end=2527, entitycategory=NAT_LANDFORM)",Royal Gorge,"Through Pueblo one road leads to the park by way of Cañon City , from where one may look down into the Royal Gorge , the deepest canyon in the world penetrated by a railroad and river .",ASPECT,NAT_LANDFORM,20.0
13377,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2413-2598,2542,2548,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2542, end=2548, entitycategory=NAT_LANDFORM)",canyon,"Through Pueblo one road leads to the park by way of Cañon City , from where one may look down into the Royal Gorge , the deepest canyon in the world penetrated by a railroad and river .",ASPECT,NAT_LANDFORM,20.0
13378,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2413-2598,2578,2586,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2578, end=2586, entitycategory=HUM_LANDFORM)",railroad,"Through Pueblo one road leads to the park by way of Cañon City , from where one may look down into the Royal Gorge , the deepest canyon in the world penetrated by a railroad and river .",ASPECT,HUM_LANDFORM,20.0
13379,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2413-2598,2591,2596,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2591, end=2596, entitycategory=NAT_LANDFORM)",river,"Through Pueblo one road leads to the park by way of Cañon City , from where one may look down into the Royal Gorge , the deepest canyon in the world penetrated by a railroad and river .",ASPECT,NAT_LANDFORM,20.0
13380,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2599-2726,2604,2608,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2604, end=2608, entitycategory=HUM_LANDFORM)",road,"This road passes through Salida and on through Gunnison and Montrose , and then south through Ouray , Silverton , and Durango .",ASPECT,HUM_LANDFORM,20.0
13381,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2599-2726,2624,2630,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2624, end=2630, entitycategory=LOCATION)",Salida,"This road passes through Salida and on through Gunnison and Montrose , and then south through Ouray , Silverton , and Durango .",ASPECT,LOCATION,20.0
13382,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2599-2726,2646,2654,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2646, end=2654, entitycategory=LOCATION)",Gunnison,"This road passes through Salida and on through Gunnison and Montrose , and then south through Ouray , Silverton , and Durango .",ASPECT,LOCATION,20.0
13383,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2599-2726,2659,2667,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2659, end=2667, entitycategory=LOCATION)",Montrose,"This road passes through Salida and on through Gunnison and Montrose , and then south through Ouray , Silverton , and Durango .",ASPECT,LOCATION,20.0
13384,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2599-2726,2693,2698,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2693, end=2698, entitycategory=LOCATION)",Ouray,"This road passes through Salida and on through Gunnison and Montrose , and then south through Ouray , Silverton , and Durango .",ASPECT,LOCATION,20.0
13385,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2599-2726,2701,2710,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2701, end=2710, entitycategory=LOCATION)",Silverton,"This road passes through Salida and on through Gunnison and Montrose , and then south through Ouray , Silverton , and Durango .",ASPECT,LOCATION,20.0
13386,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2599-2726,2717,2724,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2717, end=2724, entitycategory=LOCATION)",Durango,"This road passes through Salida and on through Gunnison and Montrose , and then south through Ouray , Silverton , and Durango .",ASPECT,LOCATION,20.0
13387,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2727-2809,2732,2737,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2732, end=2737, entitycategory=HUM_LANDFORM)",route,This route passes through some of Colorado ’ s most magnificent mountain scenery .,ASPECT,HUM_LANDFORM,20.0
13388,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2727-2809,2761,2769,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2761, end=2769, entitycategory=HUM_LANDFORM)",Colorado,This route passes through some of Colorado ’ s most magnificent mountain scenery .,ASPECT,HUM_LANDFORM,20.0
13390,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2727-2809,2791,2799,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2791, end=2799, entitycategory=NAT_LANDFORM)",mountain,This route passes through some of Colorado ’ s most magnificent mountain scenery .,ASPECT,NAT_LANDFORM,20.0
13391,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2818,2822,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2818, end=2822, entitycategory=HUM_LANDFORM)",road,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,HUM_LANDFORM,20.0
13392,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2829,2834,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2829, end=2834, entitycategory=LOCATION)",south,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,LOCATION,20.0
13393,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2840,2846,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2840, end=2846, entitycategory=LOCATION)",Pueblo,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,LOCATION,20.0
13394,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2855,2865,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2855, end=2865, entitycategory=LOCATION)",Walsenburg,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,LOCATION,20.0
13395,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2875,2887,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2875, end=2887, entitycategory=HUM_LANDFORM)",La Veta Pass,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,HUM_LANDFORM,20.0
13396,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2901,2908,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2901, end=2908, entitycategory=LOCATION)",Alamosa,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,LOCATION,20.0
13397,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2911,2920,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2911, end=2920, entitycategory=LOCATION)",Del Norte,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,LOCATION,20.0
13398,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2923,2937,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2923, end=2937, entitycategory=LOCATION)",Pagosa Springs,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,LOCATION,20.0
13399,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2944,2951,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2944, end=2951, entitycategory=NAT_LANDFORM)",Durango,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,NAT_LANDFORM,20.0
13400,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2810-2989,2963,2978,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2963, end=2978, entitycategory=LOCATION)",Wolf Creek Pass,"Another road leads south from Pueblo through Walsenburg , across La Veta Pass , on through Alamosa , Del Norte , Pagosa Springs , and Durango , crossing Wolf Creek Pass en route .",ASPECT,LOCATION,20.0
13401,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2990-3056,2995,3000,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2995, end=3000, entitycategory=HUM_LANDFORM)",roads,Both roads lead west from Durango to Mancos and on into the park .,ASPECT,HUM_LANDFORM,20.0
13402,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2990-3056,3016,3023,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3016, end=3023, entitycategory=LOCATION)",Durango,Both roads lead west from Durango to Mancos and on into the park .,ASPECT,LOCATION,20.0
13403,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_2990-3056,3027,3033,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3027, end=3033, entitycategory=LOCATION)",Mancos,Both roads lead west from Durango to Mancos and on into the park .,ASPECT,LOCATION,20.0
13404,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3057,3066,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3057, end=3066, entitycategory=PERSON)",Motorists,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,PERSON,20.0
13405,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3079,3083,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3079, end=3083, entitycategory=LOCATION)",Utah,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,LOCATION,20.0
13406,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3104,3115,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3104, end=3115, entitycategory=LOCATION)",Green River,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,LOCATION,20.0
13407,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3119,3128,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3119, end=3128, entitycategory=LOCATION)",Thompsons,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,LOCATION,20.0
13408,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3144,3158,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3144, end=3158, entitycategory=NAT_LANDFORM)",Colorado River,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,NAT_LANDFORM,20.0
13409,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3162,3166,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3162, end=3166, entitycategory=LOCATION)",Moab,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,LOCATION,20.0
13410,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3193,3203,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3193, end=3203, entitycategory=LOCATION)",Monticello,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,LOCATION,20.0
13411,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3225,3231,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3225, end=3231, entitycategory=LOCATION)",Cortez,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,LOCATION,20.0
13412,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3057-3256,3234,3238,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3234, end=3238, entitycategory=LOCATION)",Colo,"Motorists coming from Utah turn southward from Green River or Thompsons , crossing the Colorado River at Moab , proceeding southward to Monticello , thence eastward to Cortez , Colo. , and the park .",ASPECT,LOCATION,20.0
13413,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3257-3356,3262,3269,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3262, end=3269, entitycategory=LOCATION)",Arizona,"From Arizona and New Mexico points , Gallup , on the National Old Trails Road , is easily reached .",ASPECT,LOCATION,20.0
13414,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3257-3356,3274,3284,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3274, end=3284, entitycategory=LOCATION)",New Mexico,"From Arizona and New Mexico points , Gallup , on the National Old Trails Road , is easily reached .",ASPECT,LOCATION,20.0
13415,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3257-3356,3294,3300,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3294, end=3300, entitycategory=LOCATION)",Gallup,"From Arizona and New Mexico points , Gallup , on the National Old Trails Road , is easily reached .",ASPECT,LOCATION,20.0
13416,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3257-3356,3310,3334,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3310, end=3334, entitycategory=LOCATION)",National Old Trails Road,"From Arizona and New Mexico points , Gallup , on the National Old Trails Road , is easily reached .",ASPECT,LOCATION,20.0
13418,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3357-3477,3361,3370,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3361, end=3370, entitycategory=HUM_LANDFORM)",auto road,The auto road leads north from Gallup through the Navajo Indian Reservation and a corner of the Ute Indian Reservation .,ASPECT,HUM_LANDFORM,20.0
13419,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3357-3477,3388,3394,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3388, end=3394, entitycategory=LOCATION)",Gallup,The auto road leads north from Gallup through the Navajo Indian Reservation and a corner of the Ute Indian Reservation .,ASPECT,LOCATION,20.0
13420,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3357-3477,3407,3432,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3407, end=3432, entitycategory=LOCATION)",Navajo Indian Reservation,The auto road leads north from Gallup through the Navajo Indian Reservation and a corner of the Ute Indian Reservation .,ASPECT,LOCATION,20.0
13421,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3357-3477,3453,3475,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3453, end=3475, entitycategory=LOCATION)",Ute Indian Reservation,The auto road leads north from Gallup through the Navajo Indian Reservation and a corner of the Ute Indian Reservation .,ASPECT,LOCATION,20.0
13422,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3478-3564,3524,3530,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3524, end=3530, entitycategory=LOCATION)",Gallup,"At Shiprock Indian Agency , 98 miles north of Gallup , the San Juan River is crossed .",ASPECT,LOCATION,20.0
13423,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3478-3564,3537,3551,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3537, end=3551, entitycategory=LOCATION)",San Juan River,"At Shiprock Indian Agency , 98 miles north of Gallup , the San Juan River is crossed .",ASPECT,LOCATION,20.0
13424,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3568,3576,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3568, end=3576, entitycategory=HUM_LANDFORM)",RAILROAD,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,HUM_LANDFORM,20.0
13425,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3577,3601,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3577, end=3601, entitycategory=LOCATION)",Mesa Verde National Park,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,LOCATION,20.0
13426,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3619,3623,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3619, end=3623, entitycategory=HUM_LANDFORM)",rail,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,HUM_LANDFORM,20.0
13427,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3688,3724,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3688, end=3724, entitycategory=HUM_LANDFORM)",Denver & Rio Grande Western Railroad,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,HUM_LANDFORM,20.0
13428,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3760,3774,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3760, end=3774, entitycategory=LOCATION)",Grand Junction,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,LOCATION,20.0
13429,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3802,3810,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3802, end=3810, entitycategory=LOCATION)",Montrose,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,LOCATION,20.0
13430,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3815,3822,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3815, end=3822, entitycategory=LOCATION)",Durango,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,LOCATION,20.0
13431,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3882,3899,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3882, end=3899, entitycategory=LOCATION)",Santa Fe Railroad,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,LOCATION,20.0
13432,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3565-3919,3908,3914,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3908, end=3914, entitycategory=LOCATION)",Gallup,"BY RAILROAD Mesa Verde National Park is approached by rail both from the north and from the south : From the north via the Denver & Rio Grande Western Railroad main transcontinental line through Grand Junction , and branch lines through Montrose and Durango ; from the south via the main transcontinental line of the Santa Fe Railroad through Gallup , N.",ASPECT,LOCATION,20.0
13433,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3926-4123,3943,3977,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3943, end=3977, entitycategory=LOCATION)",Denver & Rio Grande Western System,"The lines of the Denver & Rio Grande Western System traverse some of the most magnificent scenery of the Rocky Mountain region , a fact which gives the journey to Mesa Verde zestful travel flavor .",ASPECT,LOCATION,20.0
13435,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3926-4123,4031,4045,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4031, end=4045, entitycategory=LOCATION)",Rocky Mountain,"The lines of the Denver & Rio Grande Western System traverse some of the most magnificent scenery of the Rocky Mountain region , a fact which gives the journey to Mesa Verde zestful travel flavor .",ASPECT,LOCATION,20.0
13436,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_3926-4123,4089,4099,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4089, end=4099, entitycategory=LOCATION)",Mesa Verde,"The lines of the Denver & Rio Grande Western System traverse some of the most magnificent scenery of the Rocky Mountain region , a fact which gives the journey to Mesa Verde zestful travel flavor .",ASPECT,LOCATION,20.0
13438,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4124-4189,4165,4189,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4165, end=4189, entitycategory=LOCATION)",Grand Junction gateway .,Two main-line routes are provided to the Grand Junction gateway .,ASPECT,LOCATION,20.0
13439,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4190-4356,4190,4211,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4190, end=4211, entitycategory=LOCATION)",The Royal Gorge Route,"The Royal Gorge Route goes through the Grand Canyon of the Arkansas , now spanned by an all-steel suspension bridge , 1,053 feet above the tracks in the Royal Gorge .",ASPECT,LOCATION,20.0
13440,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4190-4356,4229,4241,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4229, end=4241, entitycategory=LOCATION)",Grand Canyon,"The Royal Gorge Route goes through the Grand Canyon of the Arkansas , now spanned by an all-steel suspension bridge , 1,053 feet above the tracks in the Royal Gorge .",ASPECT,LOCATION,20.0
13441,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4190-4356,4249,4257,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4249, end=4257, entitycategory=LOCATION)",Arkansas,"The Royal Gorge Route goes through the Grand Canyon of the Arkansas , now spanned by an all-steel suspension bridge , 1,053 feet above the tracks in the Royal Gorge .",ASPECT,LOCATION,20.0
13442,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4190-4356,4299,4305,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4299, end=4305, entitycategory=HUM_LANDFORM)",bridge,"The Royal Gorge Route goes through the Grand Canyon of the Arkansas , now spanned by an all-steel suspension bridge , 1,053 feet above the tracks in the Royal Gorge .",ASPECT,HUM_LANDFORM,20.0
13443,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4190-4356,4343,4354,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4343, end=4354, entitycategory=LOCATION)",Royal Gorge,"The Royal Gorge Route goes through the Grand Canyon of the Arkansas , now spanned by an all-steel suspension bridge , 1,053 feet above the tracks in the Royal Gorge .",ASPECT,LOCATION,20.0
13444,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4357-4525,4376,4390,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4376, end=4390, entitycategory=LOCATION)",Tennessee Pass,"This route crosses Tennessee Pass ( altitude , 10,240 feet ) and follows the Eagle River to its junction with the Colorado River at Dotsero , thence to Grand Junction .",ASPECT,LOCATION,20.0
13445,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4357-4525,4434,4445,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4434, end=4445, entitycategory=LOCATION)",Eagle River,"This route crosses Tennessee Pass ( altitude , 10,240 feet ) and follows the Eagle River to its junction with the Colorado River at Dotsero , thence to Grand Junction .",ASPECT,LOCATION,20.0
13446,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4357-4525,4471,4485,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4471, end=4485, entitycategory=LOCATION)",Colorado River,"This route crosses Tennessee Pass ( altitude , 10,240 feet ) and follows the Eagle River to its junction with the Colorado River at Dotsero , thence to Grand Junction .",ASPECT,LOCATION,20.0
13447,GB-111_sample_English_20.txt,GB-111_sample_English_20.txt_4357-4525,4489,4496,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4489, end=4496, entitycategory=LOCATION)",Dotsero,"This route crosses Tennessee Pass ( altitude , 10,240 feet ) and follows the Eagle River to its junction with the Colorado River at Dotsero , thence to Grand Junction .",ASPECT,LOCATION,20.0
