sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
BHL_1025_sample_French_20.0.txt_11303-11638,"['BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt']","[11367, 11468, 11494]","[11392, 11473, 11500]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11367, end=11392, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11468, end=11473, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11494, end=11500, entitycategory=HUM_LANDFORM)']","['la Répu- blique Argentine', 'Paris', 'Muséum']","Ce tra- vail terminé je devrai voyager dans la Province et dans la Répu- blique Argentine , mais s'il m'est possible je préférerai porter moi-même mes collections à Paris pour les déposer au Muséum ainsi que mes manuscrits et prendre les mesures nécessaires pour la publication de mon herbier qui ne laisse pas d'avoir de l'in- térêt .","['ASPECT', 'ASPECT', 'ASPECT']","['LOCATION', 'LOCATION', 'HUM_LANDFORM']","(['Ce', 'tra', 'vail', 'terminé', 'je', 'devrai', 'voyager', 'dans', 'la', 'Province', 'et', 'dans', 'la', 'Répu', 'blique', 'Argentine', ',', 'mais', ""s'il"", ""m'est"", 'possible', 'je', 'préférerai', 'porter', 'moi', 'même', 'mes', 'collections', 'à', 'Paris', 'pour', 'les', 'déposer', 'au', 'Muséum', 'ainsi', 'que', 'mes', 'manuscrits', 'et', 'prendre', 'les', 'mesures', 'nécessaires', 'pour', 'la', 'publication', 'de', 'mon', 'herbier', 'qui', 'ne', 'laisse', 'pas', ""d'avoir"", 'de', ""l'in"", 'térêt', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Ce', 'tra', 'vail', 'terminé', 'je', 'devrai', 'voyager', 'dans', 'la', 'Province', 'et', 'dans', 'la', 'Répu', 'blique', 'Argentine', ',', 'mais', ""s'il"", ""m'est"", 'possible', 'je', 'préférerai', 'porter', 'moi', 'même', 'mes', 'collections', 'à', 'Paris', 'pour', 'les', 'déposer', 'au', 'Muséum', 'ainsi', 'que', 'mes', 'manuscrits', 'et', 'prendre', 'les', 'mesures', 'nécessaires', 'pour', 'la', 'publication', 'de', 'mon', 'herbier', 'qui', 'ne', 'laisse', 'pas', ""d'avoir"", 'de', ""l'in"", 'térêt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_1025_sample_French_20.0.txt_11818-12063,"['BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt']","[11831, 11885, 11979]","[11836, 11894, 11997]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11831, end=11836, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11885, end=11894, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11979, end=11997, entitycategory=FLORA)']","['Paris', 'Santa-Ana', ""d'arbres fruitiers""]",Mon voyage à Paris serait donc très court et je retournerais à mon Santa-Ana où je suis possesseur de cinq lieues carrées en superficie et de plusieurs milliers d'arbres fruitiers utiles et de quelques animaux qui pro- bablement s'augmenteront .,"['ASPECT', 'ASPECT', 'ASPECT']","['LOCATION', 'LOCATION', 'FLORA']","(['Mon', 'voyage', 'à', 'Paris', 'serait', 'donc', 'très', 'court', 'et', 'je', 'retournerais', 'à', 'mon', 'Santa', 'Ana', 'où', 'je', 'suis', 'possesseur', 'de', 'cinq', 'lieues', 'carrées', 'en', 'superficie', 'et', 'de', 'plusieurs', 'milliers', ""d'arbres"", 'fruitiers', 'utiles', 'et', 'de', 'quelques', 'animaux', 'qui', 'pro', 'bablement', ""s'augmenteront"", '.'], ['O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Mon', 'voyage', 'à', 'Paris', 'serait', 'donc', 'très', 'court', 'et', 'je', 'retournerais', 'à', 'mon', 'Santa', 'Ana', 'où', 'je', 'suis', 'possesseur', 'de', 'cinq', 'lieues', 'carrées', 'en', 'superficie', 'et', 'de', 'plusieurs', 'milliers', ""d'arbres"", 'fruitiers', 'utiles', 'et', 'de', 'quelques', 'animaux', 'qui', 'pro', 'bablement', ""s'augmenteront"", '.']","['O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_1025_sample_French_20.0.txt_1184-1492,"['BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt']","[1317, 1354, 1317, 1354, 1391, 1485]","[1325, 1362, 1325, 1362, 1398, 1490]","['Eltine_Janssens', 'Eltine_Janssens', 'sarah_a', 'sarah_a', 'sarah_a', 'sarah_a']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1317, end=1325, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1354, end=1362, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1317, end=1325, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1354, end=1362, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1391, end=1398, entitycategory=NAT_PHENOMENON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1485, end=1490, entitycategory=NAT_PHENOMENON)']","['Jésuites', 'magasins', 'Jésuites', 'magasins', 'mercure', 'métal']","J'étais naturellement très étonné , mais comme je trouvais au même endroit des tessons de ces grandes bouteillesde verre noir queles Jésuites possédaient dans tous leurs magasins , j'ai cru un moment que le mercure pouvait provenir d'une bouteille cassée qui avait contenu une certaine quantité de ce métal .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'HUM_LANDFORM', 'PERSON', 'HUM_LANDFORM', 'NAT_PHENOMENON', 'NAT_PHENOMENON']","([""J'étais"", 'naturellement', 'très', 'étonné', ',', 'mais', 'comme', 'je', 'trouvais', 'au', 'même', 'endroit', 'des', 'tessons', 'de', 'ces', 'grandes', 'bouteillesde', 'verre', 'noir', 'queles', 'Jésuites', 'possédaient', 'dans', 'tous', 'leurs', 'magasins', ',', ""j'ai"", 'cru', 'un', 'moment', 'que', 'le', 'mercure', 'pouvait', 'provenir', ""d'une"", 'bouteille', 'cassée', 'qui', 'avait', 'contenu', 'une', 'certaine', 'quantité', 'de', 'ce', 'métal', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O'])","[""J'étais"", 'naturellement', 'très', 'étonné', ',', 'mais', 'comme', 'je', 'trouvais', 'au', 'même', 'endroit', 'des', 'tessons', 'de', 'ces', 'grandes', 'bouteillesde', 'verre', 'noir', 'queles', 'Jésuites', 'possédaient', 'dans', 'tous', 'leurs', 'magasins', ',', ""j'ai"", 'cru', 'un', 'moment', 'que', 'le', 'mercure', 'pouvait', 'provenir', ""d'une"", 'bouteille', 'cassée', 'qui', 'avait', 'contenu', 'une', 'certaine', 'quantité', 'de', 'ce', 'métal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O']"
BHL_1025_sample_French_20.0.txt_12064-12231,"['BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt']","[12066, 12091, 12197]","[12075, 12094, 12203]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12066, end=12075, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12091, end=12094, entitycategory=PERSON, sentimentcategory=4)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12197, end=12203, entitycategory=FLORA)']","['Santa-Ana', 'ami', 'arbres']","A Santa-Ana , mon illustre ami , je passe une vie tranquille et je vais mourir là et sépulter ( 1 ) mes tristes restes à l'ombre des arbres nombreux que j'ai plantés .","['ASPECT', 'NULL_CAT', 'ASPECT']","['LOCATION', 'PERSON', 'FLORA']","(['A', 'Santa', 'Ana', ',', 'mon', 'illustre', 'ami', ',', 'je', 'passe', 'une', 'vie', 'tranquille', 'et', 'je', 'vais', 'mourir', 'là', 'et', 'sépulter', '1', 'mes', 'tristes', 'restes', 'à', ""l'ombre"", 'des', 'arbres', 'nombreux', 'que', ""j'ai"", 'plantés', '.'], ['O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O'])","['A', 'Santa', 'Ana', ',', 'mon', 'illustre', 'ami', ',', 'je', 'passe', 'une', 'vie', 'tranquille', 'et', 'je', 'vais', 'mourir', 'là', 'et', 'sépulter', '1', 'mes', 'tristes', 'restes', 'à', ""l'ombre"", 'des', 'arbres', 'nombreux', 'que', ""j'ai"", 'plantés', '.']","['O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O']"
BHL_1025_sample_French_20.0.txt_12232-12421,"['BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt']","[12255, 12328, 12384]","[12264, 12344, 12391]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12255, end=12264, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12328, end=12344, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12384, end=12391, entitycategory=FLORA)']","['San-Borja', 'arbres fruitiers', 'oranges']","Quant à ma propriété à San-Borja , personne n ' a voulu jusqu ' à présent me payer les nombreux arbres fruitiers que j'ai plantés et qui me donnent des oranges d'une douceur inappréciable .","['ASPECT', 'ASPECT', 'ASPECT']","['LOCATION', 'FLORA', 'FLORA']","(['Quant', 'à', 'ma', 'propriété', 'à', 'San', 'Borja', ',', 'personne', 'n', ""'"", 'a', 'voulu', 'jusqu', ""'"", 'à', 'présent', 'me', 'payer', 'les', 'nombreux', 'arbres', 'fruitiers', 'que', ""j'ai"", 'plantés', 'et', 'qui', 'me', 'donnent', 'des', 'oranges', ""d'une"", 'douceur', 'inappréciable', '.'], ['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O'])","['Quant', 'à', 'ma', 'propriété', 'à', 'San', 'Borja', ',', 'personne', 'n', ""'"", 'a', 'voulu', 'jusqu', ""'"", 'à', 'présent', 'me', 'payer', 'les', 'nombreux', 'arbres', 'fruitiers', 'que', ""j'ai"", 'plantés', 'et', 'qui', 'me', 'donnent', 'des', 'oranges', ""d'une"", 'douceur', 'inappréciable', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O']"
BHL_1025_sample_French_20.0.txt_12422-12496,['BHL_1025_sample_French_20.0.txt'],[12425],[12428],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12425, end=12428, entitycategory=PERSON, sentimentcategory=4)']",['ami'],"Un ami , un compadre , s'est chargé d'en prendre soin en attendant mieux .",['NULL_CAT'],['PERSON'],"(['Un', 'ami', ',', 'un', 'compadre', ',', ""s'est"", 'chargé', ""d'en"", 'prendre', 'soin', 'en', 'attendant', 'mieux', '.'], ['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Un', 'ami', ',', 'un', 'compadre', ',', ""s'est"", 'chargé', ""d'en"", 'prendre', 'soin', 'en', 'attendant', 'mieux', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_1025_sample_French_20.0.txt_12497-12619,"['BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt']","[12529, 12563]","[12550, 12572]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12529, end=12550, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12563, end=12572, entitycategory=LOCATION)']","['ALEXANDRE DE HOMBOLDT', 'Santa-Ana']",Je travaille don s peu qui me A ALEXANDRE DE HOMBOLDT 215 reste à Santa-Ana où je passe des jours tranquilles et heureux .,"['ASPECT', 'ASPECT']","['PERSON', 'LOCATION']","(['Je', 'travaille', 'don', 's', 'peu', 'qui', 'me', 'A', 'ALEXANDRE', 'DE', 'HOMBOLDT', '215', 'reste', 'à', 'Santa', 'Ana', 'où', 'je', 'passe', 'des', 'jours', 'tranquilles', 'et', 'heureux', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Je', 'travaille', 'don', 's', 'peu', 'qui', 'me', 'A', 'ALEXANDRE', 'DE', 'HOMBOLDT', '215', 'reste', 'à', 'Santa', 'Ana', 'où', 'je', 'passe', 'des', 'jours', 'tranquilles', 'et', 'heureux', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_1025_sample_French_20.0.txt_12620-13040,"['BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt']","[12668, 12952, 13027]","[12688, 12962, 13038]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12668, end=12688, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12952, end=12962, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13027, end=13038, entitycategory=LOCATION)']","['capitale du Paraguay', 'végétation', ""l'Assuncfon""]","Tout récemment j'ai eu le bonheur de visiter la capitale du Paraguay et j'ai ramassé dans peu de jours un assez bon nombre de plantes parmi lesquelles plusieurs sont rares et d'autres nou- Je ne crains pas de dire que pendant le cours de ton immortel voyage nous n'avons pas trouvé un seul point qui nous ait offert une aussi belle végétation , un site aussi varié et aussi enchan- teur que les environs de l'Assuncfon .","['ASPECT', 'ASPECT', 'ASPECT']","['LOCATION', 'FLORA', 'LOCATION']","(['Tout', 'récemment', ""j'ai"", 'eu', 'le', 'bonheur', 'de', 'visiter', 'la', 'capitale', 'du', 'Paraguay', 'et', ""j'ai"", 'ramassé', 'dans', 'peu', 'de', 'jours', 'un', 'assez', 'bon', 'nombre', 'de', 'plantes', 'parmi', 'lesquelles', 'plusieurs', 'sont', 'rares', 'et', ""d'autres"", 'nou', 'Je', 'ne', 'crains', 'pas', 'de', 'dire', 'que', 'pendant', 'le', 'cours', 'de', 'ton', 'immortel', 'voyage', 'nous', ""n'avons"", 'pas', 'trouvé', 'un', 'seul', 'point', 'qui', 'nous', 'ait', 'offert', 'une', 'aussi', 'belle', 'végétation', ',', 'un', 'site', 'aussi', 'varié', 'et', 'aussi', 'enchan', 'teur', 'que', 'les', 'environs', 'de', ""l'Assuncfon"", '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O'])","['Tout', 'récemment', ""j'ai"", 'eu', 'le', 'bonheur', 'de', 'visiter', 'la', 'capitale', 'du', 'Paraguay', 'et', ""j'ai"", 'ramassé', 'dans', 'peu', 'de', 'jours', 'un', 'assez', 'bon', 'nombre', 'de', 'plantes', 'parmi', 'lesquelles', 'plusieurs', 'sont', 'rares', 'et', ""d'autres"", 'nou', 'Je', 'ne', 'crains', 'pas', 'de', 'dire', 'que', 'pendant', 'le', 'cours', 'de', 'ton', 'immortel', 'voyage', 'nous', ""n'avons"", 'pas', 'trouvé', 'un', 'seul', 'point', 'qui', 'nous', 'ait', 'offert', 'une', 'aussi', 'belle', 'végétation', ',', 'un', 'site', 'aussi', 'varié', 'et', 'aussi', 'enchan', 'teur', 'que', 'les', 'environs', 'de', ""l'Assuncfon"", '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
BHL_1025_sample_French_20.0.txt_13041-13094,['BHL_1025_sample_French_20.0.txt'],[13086],[13092],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13086, end=13092, entitycategory=LOCATION)']",['Ibague'],Souvent je fixe mes re- gards sur [ ] et sur Ibague .,['ASPECT'],['LOCATION'],"(['Souvent', 'je', 'fixe', 'mes', 're', 'gards', 'sur', 'et', 'sur', 'Ibague', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O'])","['Souvent', 'je', 'fixe', 'mes', 're', 'gards', 'sur', 'et', 'sur', 'Ibague', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
BHL_1025_sample_French_20.0.txt_13095-13220,['BHL_1025_sample_French_20.0.txt'],[13207],[13218],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13207, end=13218, entitycategory=LOCATION)']","[""l'Assùncfon""]","Ces deux endroits , ces deux points sont dans une position admirable , mais aujourd'hui j'ose préférer celle de l'Assùncfon .",['ASPECT'],['LOCATION'],"(['Ces', 'deux', 'endroits', ',', 'ces', 'deux', 'points', 'sont', 'dans', 'une', 'position', 'admirable', ',', 'mais', ""aujourd'hui"", ""j'ose"", 'préférer', 'celle', 'de', ""l'Assùncfon"", '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O'])","['Ces', 'deux', 'endroits', ',', 'ces', 'deux', 'points', 'sont', 'dans', 'une', 'position', 'admirable', ',', 'mais', ""aujourd'hui"", ""j'ose"", 'préférer', 'celle', 'de', ""l'Assùncfon"", '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
BHL_1025_sample_French_20.0.txt_13221-13381,"['BHL_1025_sample_French_20.0.txt', 'BHL_1025_sample_French_20.0.txt']","[13318, 13354]","[13331, 13362]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13318, end=13331, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13354, end=13362, entitycategory=FLORA)']","[""l'As- suncfon"", 'végétaux']","Il est rare pour moi depuis des an- nées de trouver une plante que je n'aie pas étudiée , mais à l'As- suncfon plus de la moitié des végétaux me sont inconnus .","['ASPECT', 'ASPECT']","['LOCATION', 'FLORA']","(['Il', 'est', 'rare', 'pour', 'moi', 'depuis', 'des', 'an', 'nées', 'de', 'trouver', 'une', 'plante', 'que', 'je', ""n'aie"", 'pas', 'étudiée', ',', 'mais', 'à', ""l'As"", 'suncfon', 'plus', 'de', 'la', 'moitié', 'des', 'végétaux', 'me', 'sont', 'inconnus', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O'])","['Il', 'est', 'rare', 'pour', 'moi', 'depuis', 'des', 'an', 'nées', 'de', 'trouver', 'une', 'plante', 'que', 'je', ""n'aie"", 'pas', 'étudiée', ',', 'mais', 'à', ""l'As"", 'suncfon', 'plus', 'de', 'la', 'moitié', 'des', 'végétaux', 'me', 'sont', 'inconnus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O']"
BHL_1025_sample_French_20.0.txt_13382-13523,['BHL_1025_sample_French_20.0.txt'],[13435],[13443],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13435, end=13443, entitycategory=LOCATION)']",['Paraguay'],D'après cet exposé je brûle du désir de retourner au Paraguay et de par- courir tous les points de cette république que je n'ai pas visités .,['ASPECT'],['LOCATION'],"([""D'après"", 'cet', 'exposé', 'je', 'brûle', 'du', 'désir', 'de', 'retourner', 'au', 'Paraguay', 'et', 'de', 'par', 'courir', 'tous', 'les', 'points', 'de', 'cette', 'république', 'que', 'je', ""n'ai"", 'pas', 'visités', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","[""D'après"", 'cet', 'exposé', 'je', 'brûle', 'du', 'désir', 'de', 'retourner', 'au', 'Paraguay', 'et', 'de', 'par', 'courir', 'tous', 'les', 'points', 'de', 'cette', 'république', 'que', 'je', ""n'ai"", 'pas', 'visités', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
