# Este fichero incluye todos los dataset multilingues con las etiquetas correctas.
text,sentence,annotation,aspect_cat,words,gold_labels
"['Mägdlein', 'Häusern', 'Meer', 'Waffer']","Hierauffsprungen gg ich die Mägdlein , die sie in unsere Schiffe gegeben ( Atten FIF diejenigen aber so noch in # PEN Schiffsfinaren , begaben sich von uns weg , und huben an mit ihren Bögen heftig # # # # # '' iejenigen aber fovon deren Häusern im Meer gegen uns schwum- men , deren hatte ein jeder einen verborgenen Spieß im Waffer .","['NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'HUM_LANDFORM', 'NAT_LANDFORM', 'NAT_PHENOMENON']","['Hierauffsprungen', 'gg', 'ich', 'die', 'Mägdlein', ',', 'die', 'sie', 'in', 'unsere', 'Schiffe', 'gegeben', 'Atten', 'FIF', 'diejenigen', 'aber', 'so', 'noch', 'in', 'PEN', 'Schiffsfinaren', ',', 'begaben', 'sich', 'von', 'uns', 'weg', ',', 'und', 'huben', 'an', 'mit', 'ihren', 'Bögen', 'heftig', ""''"", 'iejenigen', 'aber', 'fovon', 'deren', 'Häusern', 'im', 'Meer', 'gegen', 'uns', 'schwum', 'men', ',', 'deren', 'hatte', 'ein', 'jeder', 'einen', 'verborgenen', 'Spieß', 'im', 'Waffer', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O']"
"['Gefangenen', 'der neuen Welt']","Gefangenen , nach dem wir viel von ihnen erschlagen und verle- - - - - - . zet von der neuen Welt , gg thatten .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'LOCATION']","['Gefangenen', ',', 'nach', 'dem', 'wir', 'viel', 'von', 'ihnen', 'erschlagen', 'und', 'verle', '.', 'zet', 'von', 'der', 'neuen', 'Welt', ',', 'gg', 'thatten', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O']"
"['Freuden', 'Inful']","Mann die mit uns kommen ären , deren 5. in diesem Kriege verwundet » rden , wieder heim mit Freuden in einem chifflein , das sie in der Inful erobert hatten , enen gaben wir 7 .","['NULL_CAT', 'ASPECT']","['PERSON', 'NAT_LANDFORM']","['Mann', 'die', 'mit', 'uns', 'kommen', 'ären', ',', 'deren', '5', '.', 'in', 'diesem', 'Kriege', 'verwundet', 'rden', ',', 'wieder', 'heim', 'mit', 'Freuden', 'in', 'einem', 'chifflein', ',', 'das', 'sie', 'in', 'der', 'Inful', 'erobert', 'hatten', ',', 'enen', 'gaben', 'wir', '7', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Gefangene', 'Mann', 'Frauen']","Gefangene , drei Mann dvier Frauen , die führeten sie mit ihnen heim , t großer Verwunderung über unsere Stär und Geschickligkeit . - - . . .","['NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON', 'PERSON']","['Gefangene', ',', 'drei', 'Mann', 'dvier', 'Frauen', ',', 'die', 'führeten', 'sie', 'mit', 'ihnen', 'heim', ',', 't', 'großer', 'Verwunderung', 'über', 'unsere', 'Stär', 'und', 'Geschickligkeit', '.', '.', '.', '.']","['B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Caliciae'],"Wir # leten - ien zu , und kamen jetzt an en Ort Caliciae mit # # n , am 15 .",['ASPECT'],['LOCATION'],"['Wir', 'leten', 'ien', 'zu', ',', 'und', 'kamen', 'jetzt', 'an', 'en', 'Ort', 'Caliciae', 'mit', 'n', ',', 'am', '15', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']"
['Calicia'],"Als wir dieselbe anfingen , da fuhren wir n dem # Calicia aus im L499,0 ME .",['ASPECT'],['LOCATION'],"['Als', 'wir', 'dieselbe', 'anfingen', ',', 'da', 'fuhren', 'wir', 'n', 'dem', 'Calicia', 'aus', 'im', 'L499', ',', '0', 'ME', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Insulen', 'Feldes', 'Nordwest- Ost-Wind']","Tage des Mary # unß - - - - - 14 Aueraurere tapricor die Insulen des grünen Feldes , die ' der `` fuhren solange , bis wir zu der nen , da versahen wir uns mit Hollmö Was fer , und fingen unsere Farthan mit Nordwest- Ost-Wind , und fuhren also 19 .","['ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_PHENOMENON']","['Tage', 'des', 'Mary', 'unß', '14', 'Aueraurere', 'tapricor', 'die', 'Insulen', 'des', 'grünen', 'Feldes', ',', 'die', ""'"", 'der', 'fuhren', 'solange', ',', 'bis', 'wir', 'zu', 'der', 'nen', ',', 'da', 'versahen', 'wir', 'uns', 'mit', 'Hollmö', 'Was', 'fer', ',', 'und', 'fingen', 'unsere', 'Farthan', 'mit', 'Nordwest', 'Ost', 'Wind', ',', 'und', 'fuhren', 'also', '19', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O']"
['Erdreich'],"Tage , da kamen wir aneinneu Erdreich das hielten wir für satt , und liegetgegen dem andern , davon oben gesa- get ist , auswendig .",['ASPECT'],['NAT_LANDFORM'],"['Tage', ',', 'da', 'kamen', 'wir', 'aneinneu', 'Erdreich', 'das', 'hielten', 'wir', 'für', 'satt', ',', 'und', 'liegetgegen', 'dem', 'andern', ',', 'davon', 'oben', 'gesa', 'get', 'ist', ',', 'auswendig', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Clima'],"Dies ging eials gegen Grad erhehet , –undi Clima .",['NULL_CAT'],['WEATHER'],"['Dies', 'ging', 'eials', 'gegen', 'Grad', 'erhehet', ',', 'undi', 'Clima', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O']"
"['Erdreich', 'Insuln', 'Sonne', 'Sonne im Krebs', 'Sonnenwende']","Und lieget daffelbe Erdreich von denen vorgenand- ten Insuln , wie uns der `` ' `` auf 500.Leucken , daselbst fan- Ein O ' - # des B # '' die Sonne im Krebs ist in der Sonnenwende .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_PHENOMENON', 'NAT_PHENOMENON', 'NAT_PHENOMENON']","['Und', 'lieget', 'daffelbe', 'Erdreich', 'von', 'denen', 'vorgenand', 'ten', 'Insuln', ',', 'wie', 'uns', 'der', ""'"", 'auf', '500', '.', 'Leucken', ',', 'daselbst', 'fan', 'Ein', 'O', ""'"", 'des', 'B', ""''"", 'die', 'Sonne', 'im', 'Krebs', 'ist', 'in', 'der', 'Sonnenwende', '.']","['O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O']"
"['Erdreich', 'Wasser', 'Waffern', 'Bäumen']","Dasselbe Erdreich '' wir ganz im Wasser versuncken , und it viel Waffern `` war auch fast bschen Bäumen geziehret , ün und mit viel ' ochfunden wir damahls niemanden darin nen .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_PHENOMENON', 'NAT_LANDFORM', 'FLORA']","['Dasselbe', 'Erdreich', ""''"", 'wir', 'ganz', 'im', 'Wasser', 'versuncken', ',', 'und', 'it', 'viel', 'Waffern', 'war', 'auch', 'fast', 'bschen', 'Bäumen', 'geziehret', ',', 'ün', 'und', 'mit', 'viel', ""'"", 'ochfunden', 'wir', 'damahls', 'niemanden', 'darin', 'nen', '.']","['O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Land'],"Daselbst blieben wir und hefteten unsere Schiffe mit Anckern , und lösten etliche Bar- cken ab , mit denselben unterstunden wir uns an das Land zu fahren .",['ASPECT'],['NAT_LANDFORM'],"['Daselbst', 'blieben', 'wir', 'und', 'hefteten', 'unsere', 'Schiffe', 'mit', 'Anckern', ',', 'und', 'lösten', 'etliche', 'Bar', 'cken', 'ab', ',', 'mit', 'denselben', 'unterstunden', 'wir', 'uns', 'an', 'das', 'Land', 'zu', 'fahren', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O']"
"['Waffern', 'Bä- chen']","Als wir aber einen F '' fuchten , und zurings darum fuhren , da nden wir es fofeuchte von Waffern und Bä- chen , daß nirgend kein Ort war , der nicht mit LH Dr.","['ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM']","['Als', 'wir', 'aber', 'einen', 'F', ""''"", 'fuchten', ',', 'und', 'zurings', 'darum', 'fuhren', ',', 'da', 'nden', 'wir', 'es', 'fofeuchte', 'von', 'Waffern', 'und', 'Bä', 'chen', ',', 'daß', 'nirgend', 'kein', 'Ort', 'war', ',', 'der', 'nicht', 'mit', 'LH', 'Dr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Waffern'],M. gliche Polus f. viel Waffern begoffen wäre .,['ASPECT'],['NAT_LANDFORM'],"['M', '.', 'gliche', 'Polus', 'f', '.', 'viel', 'Waffern', 'begoffen', 'wäre', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O']"
"['Zeichen', 'Insul', 'Volcksbewohnt']","Doch fan- den wir zuweilen viel Zeichen , daß die Insul mit viel Volcksbewohnt wäre .","['NULL_CAT', 'ASPECT', 'NULL_CAT']","['PERSON', 'NAT_LANDFORM', 'PERSON']","['Doch', 'fan', 'den', 'wir', 'zuweilen', 'viel', 'Zeichen', ',', 'daß', 'die', 'Insul', 'mit', 'viel', 'Volcksbewohnt', 'wäre', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-PERSON', 'O', 'O']"
"['der neuen welt', 'Süd-Ost-Windanden']","Da wir aber - - nicht von der neuen welt : 35 nicht dahin kommen mochten , das Zei en , hätten wahrgenommen , da wurden wir Raths , daß ' erin unsere Schiffe kehre M. - - e ten , als wir all thäte „ Und da wird dannenabanckerten , dafuh- etwir mit Pfte Süd-Ost-Windanden '' dahin , und versuchten dazwischen offt mehr dann durch 40 .","['NULL_CAT', 'ASPECT']","['LAND_COVER', 'NAT_PHENOMENON']","['Da', 'wir', 'aber', 'nicht', 'von', 'der', 'neuen', 'welt', '35', 'nicht', 'dahin', 'kommen', 'mochten', ',', 'das', 'Zei', 'en', ',', 'hätten', 'wahrgenommen', ',', 'da', 'wurden', 'wir', 'Raths', ',', 'daß', ""'"", 'erin', 'unsere', 'Schiffe', 'kehre', 'M', '.', 'e', 'ten', ',', 'als', 'wir', 'all', 'thäte', 'Und', 'da', 'wird', 'dannenabanckerten', ',', 'dafuh', 'etwir', 'mit', 'Pfte', 'Süd', 'Ost', 'Windanden', ""''"", 'dahin', ',', 'und', 'versuchten', 'dazwischen', 'offt', 'mehr', 'dann', 'durch', '40', '.']","['O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-LAND_COVER', 'I-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Meer', 'Süd-Wester-Feuch', 'Meer']","Dann Meer Fuß der von Süd- Dt gegen Süd-Wester-Feuch die fun- den wir so ungestüm , daß sich das Meer am selben Orthe nicht wollte sich enlaffen .","['ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_PHENOMENON', 'NAT_LANDFORM']","['Dann', 'Meer', 'Fuß', 'der', 'von', 'Süd', 'Dt', 'gegen', 'Süd', 'Wester', 'Feuch', 'die', 'fun', 'den', 'wir', 'so', 'ungestüm', ',', 'daß', 'sich', 'das', 'Meer', 'am', 'selben', 'Orthe', 'nicht', 'wollte', 'sich', 'enlaffen', '.']","['O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Erdreich', 'Port', 'Inful', 'Busen', 'Insul']","Darnach fuhren wir dem Erdreich nach , so lange , bis wir an einer Port kamen , der hatte eine fast hübsche Inful und Busen am Eingange . ündals wir darauf zuführen , daß wir hinein kamen , da funden wir auf vier `` ' ' # ' : Nguffen Vo es wurden wir froh , und be- äne Schiff '' Insul kämen .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'HUM_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM']","['Darnach', 'fuhren', 'wir', 'dem', 'Erdreich', 'nach', ',', 'so', 'lange', ',', 'bis', 'wir', 'an', 'einer', 'Port', 'kamen', ',', 'der', 'hatte', 'eine', 'fast', 'hübsche', 'Inful', 'und', 'Busen', 'am', 'Eingange', '.', 'ündals', 'wir', 'darauf', 'zuführen', ',', 'daß', 'wir', 'hinein', 'kamen', ',', 'da', 'funden', 'wir', 'auf', 'vier', ""'"", ""'"", ""'"", 'Nguffen', 'Vo', 'es', 'wurden', 'wir', 'froh', ',', 'und', 'be', 'äne', 'Schiff', ""''"", 'Insul', 'kämen', '.']","['O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O']"
['Meer'],"Hieraufsahen wir ein iffe lein vo Meer kommen , in welchen diele Leute waren , und wurden alsofort eins , wir wollten sie niederwerffen und gefangen ' nen . „ Da fingen wir anzufahren , und um zaben fie , daß # ' entrinnen mochten , das wieder brauchten sie sich auch .",['ASPECT'],['NAT_LANDFORM'],"['Hieraufsahen', 'wir', 'ein', 'iffe', 'lein', 'vo', 'Meer', 'kommen', ',', 'in', 'welchen', 'diele', 'Leute', 'waren', ',', 'und', 'wurden', 'alsofort', 'eins', ',', 'wir', 'wollten', 'sie', 'niederwerffen', 'und', 'gefangen', ""'"", 'nen', '.', 'Da', 'fingen', 'wir', 'anzufahren', ',', 'und', 'um', 'zaben', 'fie', ',', 'daß', ""'"", 'entrinnen', 'mochten', ',', 'das', 'wieder', 'brauchten', 'sie', 'sich', 'auch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Wind'],"Denn wir fa- en , daß sie alle ihre Ruderaufhaben , obgleich E 2 zieml- E- - 36 Allerälteste Nachrichte ziemlicher Wind war .",['ASPECT'],['NAT_PHENOMENON'],"['Denn', 'wir', 'fa', 'en', ',', 'daß', 'sie', 'alle', 'ihre', 'Ruderaufhaben', ',', 'obgleich', 'E', '2', 'zieml', 'E', '36', 'Allerälteste', 'Nachrichte', 'ziemlicher', 'Wind', 'war', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O']"
['fest und tapffer'],"Damit zeigeten sie an , sie wollten fest und tapffer stehen .",['NULL_CAT'],['PERSON'],"['Damit', 'zeigeten', 'sie', 'an', ',', 'sie', 'wollten', 'fest', 'und', 'tapffer', 'stehen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']"
"['Waffer', 'Lande']","Da sie aber fahen , daß wir ihnen unter Augen kamen , da lieffenfie alle ihre Ru » der ins Waffer undeyleten dem Lande zu .","['ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM']","['Da', 'sie', 'aber', 'fahen', ',', 'daß', 'wir', 'ihnen', 'unter', 'Augen', 'kamen', ',', 'da', 'lieffenfie', 'alle', 'ihre', 'Ru', 'der', 'ins', 'Waffer', 'undeyleten', 'dem', 'Lande', 'zu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O']"
['Wind'],"Vaßhielt , so ward dasselbe so schnell geführt , daß wir ihnen den Wind abgewannen , und da sich die Bes quemligkeit zutrug , daß wir sie überfielen , da rüsteten sie sich auch zuzuschiffen und streueten ihre Rüstung nach Ordnung in ihr Schifflein .",['ASPECT'],['NAT_PHENOMENON'],"['Vaßhielt', ',', 'so', 'ward', 'dasselbe', 'so', 'schnell', 'geführt', ',', 'daß', 'wir', 'ihnen', 'den', 'Wind', 'abgewannen', ',', 'und', 'da', 'sich', 'die', 'Bes', 'quemligkeit', 'zutrug', ',', 'daß', 'wir', 'sie', 'überfielen', ',', 'da', 'rüsteten', 'sie', 'sich', 'auch', 'zuzuschiffen', 'und', 'streueten', 'ihre', 'Rüstung', 'nach', 'Ordnung', 'in', 'ihr', 'Schifflein', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Män mern'],"Wir aber rüsteten etliche Schifflein zu mit starken und tapffern Män mern , und : : fie zu fahen , und über fielen sie auch .",['NULL_CAT'],['PERSON'],"['Wir', 'aber', 'rüsteten', 'etliche', 'Schifflein', 'zu', 'mit', 'starken', 'und', 'tapffern', 'Män', 'mern', ',', 'und', 'fie', 'zu', 'fahen', ',', 'und', 'über', 'fielen', 'sie', 'auch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Meer', 'Lände-De', 'HeyTüLande']","Da handelten wir fähier vier Stunden mit ihnen , und wo unser Schiffnicht wieder über sie kommen wäre , das ist für sie naus war , so hätten wirfie frey verlohren , afie aber sahen , daß sie mit unterm Schiff mit den kleinen Schiffleins gesteckt waren , sprungen sie alle ins Meer , ihrer bei zwan- zig , fröhl zwo Leucker von den Lände-De- neneyleten wir mit unsern Schifflein einen gan , zen Tag nach , und mochten ihrer nicht mehr - dann 2. bekommen , die andern kamen alle mit HeyTüLande .","['ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM']","['Da', 'handelten', 'wir', 'fähier', 'vier', 'Stunden', 'mit', 'ihnen', ',', 'und', 'wo', 'unser', 'Schiffnicht', 'wieder', 'über', 'sie', 'kommen', 'wäre', ',', 'das', 'ist', 'für', 'sie', 'naus', 'war', ',', 'so', 'hätten', 'wirfie', 'frey', 'verlohren', ',', 'afie', 'aber', 'sahen', ',', 'daß', 'sie', 'mit', 'unterm', 'Schiff', 'mit', 'den', 'kleinen', 'Schiffleins', 'gesteckt', 'waren', ',', 'sprungen', 'sie', 'alle', 'ins', 'Meer', ',', 'ihrer', 'bei', 'zwan', 'zig', ',', 'fröhl', 'zwo', 'Leucker', 'von', 'den', 'Lände', 'De', 'neneyleten', 'wir', 'mit', 'unsern', 'Schifflein', 'einen', 'gan', ',', 'zen', 'Tag', 'nach', ',', 'und', 'mochten', 'ihrer', 'nicht', 'mehr', 'dann', '2', '.', 'bekommen', ',', 'die', 'andern', 'kamen', 'alle', 'mit', 'HeyTüLande', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']"
"['Jungen', 'einem andern Lande']","In ihrem Schifflein das sie verlaffen hatten , waren vier Jungen , die was Wen nicht aus ihrem # - - - - - 1 von der netten Vele . 37 fiefiehatten in einem andern Lande geraubet , dene - ie Gemä s en , denn die Wunden waren noch frisch , wor- über wir uns heftig verwunderten .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'LOCATION']","['In', 'ihrem', 'Schifflein', 'das', 'sie', 'verlaffen', 'hatten', ',', 'waren', 'vier', 'Jungen', ',', 'die', 'was', 'Wen', 'nicht', 'aus', 'ihrem', '1', 'von', 'der', 'netten', 'Vele', '.', '37', 'fiefiehatten', 'in', 'einem', 'andern', 'Lande', 'geraubet', ',', 'dene', 'ie', 'Gemä', 's', 'en', ',', 'denn', 'die', 'Wunden', 'waren', 'noch', 'frisch', ',', 'wor', 'über', 'wir', 'uns', 'heftig', 'verwunderten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
