Century;sentence;source_file;begin;end;annotator;_annotation;text;_sentence_text;annotation;aspect_cat;results;sentence_split;iob
20;GB-91_sample_English_20.txt_8424-8579;['GB-91_sample_English_20.txt'];[8494];[8504];['Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8494, end=8504, entitycategory=NAT_LANDFORM)'];['open water'];Forcing a way through the pack , the _Gauss_ found a brief stretch of open water , the depth of which was found to shoal rapidly from 1500 to 120 fathoms .;['ASPECT'];['NAT_LANDFORM'];(['Forcing', 'a', 'way', 'through', 'the', 'pack', ',', 'the', '_Gauss_', 'found', 'a', 'brief', 'stretch', 'of', 'open', 'water', ',', 'the', 'depth', 'of', 'which', 'was', 'found', 'to', 'shoal', 'rapidly', 'from', '1500', 'to', '120', 'fathoms', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['Forcing', 'a', 'way', 'through', 'the', 'pack', ',', 'the', '_Gauss_', 'found', 'a', 'brief', 'stretch', 'of', 'open', 'water', ',', 'the', 'depth', 'of', 'which', 'was', 'found', 'to', 'shoal', 'rapidly', 'from', '1500', 'to', '120', 'fathoms', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-91_sample_English_20.txt_8580-8872;['GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt'];[8614, 8658, 8689, 8709, 8802, 8867];[8624, 8662, 8699, 8713, 8805, 8870];['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8614, end=8624, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8658, end=8662, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8689, end=8699, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8709, end=8713, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8802, end=8805, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8867, end=8870, entitycategory=NAT_LANDFORM)'];['coast line', 'Ross', 'ice cliffs', 'land', 'ice', 'ice'];This led them to a rugged , steep coast line , occupying the position of what Ross had defined in 1841 as `` ice cliffs . '' The land was too high and steep to permit them to land , and the ship , becoming involved in the ice within sight of it , winter quarters were established on the ice .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['NAT_LANDFORM', 'PERSON', 'NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM'];"(['This', 'led', 'them', 'to', 'a', 'rugged', ',', 'steep', 'coast', 'line', ',', 'occupying', 'the', 'position', 'of', 'what', 'Ross', 'had', 'defined', 'in', '1841', 'as', 'ice', 'cliffs', '.', ""''"", 'The', 'land', 'was', 'too', 'high', 'and', 'steep', 'to', 'permit', 'them', 'to', 'land', ',', 'and', 'the', 'ship', ',', 'becoming', 'involved', 'in', 'the', 'ice', 'within', 'sight', 'of', 'it', ',', 'winter', 'quarters', 'were', 'established', 'on', 'the', 'ice', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O'])";"['This', 'led', 'them', 'to', 'a', 'rugged', ',', 'steep', 'coast', 'line', ',', 'occupying', 'the', 'position', 'of', 'what', 'Ross', 'had', 'defined', 'in', '1841', 'as', 'ice', 'cliffs', '.', ""''"", 'The', 'land', 'was', 'too', 'high', 'and', 'steep', 'to', 'permit', 'them', 'to', 'land', ',', 'and', 'the', 'ship', ',', 'becoming', 'involved', 'in', 'the', 'ice', 'within', 'sight', 'of', 'it', ',', 'winter', 'quarters', 'were', 'established', 'on', 'the', 'ice', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']
20;GB-91_sample_English_20.txt_8873-8980;['GB-91_sample_English_20.txt'];[8880];[8885];['Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8880, end=8885, entitycategory=WEATHER)'];['gales'];Severe gales hampered them in their work , but otherwise the winter passed without any untoward incidents .;['ASPECT'];['WEATHER'];(['Severe', 'gales', 'hampered', 'them', 'in', 'their', 'work', ',', 'but', 'otherwise', 'the', 'winter', 'passed', 'without', 'any', 'untoward', 'incidents', '.'], ['O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['Severe', 'gales', 'hampered', 'them', 'in', 'their', 'work', ',', 'but', 'otherwise', 'the', 'winter', 'passed', 'without', 'any', 'untoward', 'incidents', '.'];['O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-91_sample_English_20.txt_8981-9074;['GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt'];[8985, 9005, 9019];[8990, 9011, 9024];['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8985, end=8990, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9005, end=9011, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9019, end=9024, entitycategory=NAT_LANDFORM)'];['rocks', 'cliffs', 'coast'];The rocks composing the cliffs of the coast were found to be ancient crystalline formations .;['ASPECT', 'ASPECT', 'ASPECT'];['LAND_COVER', 'NAT_LANDFORM', 'NAT_LANDFORM'];(['The', 'rocks', 'composing', 'the', 'cliffs', 'of', 'the', 'coast', 'were', 'found', 'to', 'be', 'ancient', 'crystalline', 'formations', '.'], ['O', 'B-LAND_COVER', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'rocks', 'composing', 'the', 'cliffs', 'of', 'the', 'coast', 'were', 'found', 'to', 'be', 'ancient', 'crystalline', 'formations', '.'];['O', 'B-LAND_COVER', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-91_sample_English_20.txt_9075-9238;['GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt'];[9095, 9160];[9099, 9167];['Eltine_Janssens', 'Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9095, end=9099, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9160, end=9167, entitycategory=NAT_LANDFORM)'];['land', 'ice-cap'];The interior of the land was entirely covered , so far as could be seen , by a solid ice-cap forming one of the most extensive glacial regions now known to exist .;['ASPECT', 'ASPECT'];['NAT_LANDFORM', 'NAT_LANDFORM'];(['The', 'interior', 'of', 'the', 'land', 'was', 'entirely', 'covered', ',', 'so', 'far', 'as', 'could', 'be', 'seen', ',', 'by', 'a', 'solid', 'ice', 'cap', 'forming', 'one', 'of', 'the', 'most', 'extensive', 'glacial', 'regions', 'now', 'known', 'to', 'exist', '.'], ['O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'interior', 'of', 'the', 'land', 'was', 'entirely', 'covered', ',', 'so', 'far', 'as', 'could', 'be', 'seen', ',', 'by', 'a', 'solid', 'ice', 'cap', 'forming', 'one', 'of', 'the', 'most', 'extensive', 'glacial', 'regions', 'now', 'known', 'to', 'exist', '.'];['O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-91_sample_English_20.txt_9239-9390;['GB-91_sample_English_20.txt'];[9379];[9388];['Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9379, end=9388, entitycategory=PERSON)'];['explorers'];It seemed to be slightly receding , though no definite evidence of this could be obtained in so short a time as that at the disposal of the explorers .;['ASPECT'];['PERSON'];(['It', 'seemed', 'to', 'be', 'slightly', 'receding', ',', 'though', 'no', 'definite', 'evidence', 'of', 'this', 'could', 'be', 'obtained', 'in', 'so', 'short', 'a', 'time', 'as', 'that', 'at', 'the', 'disposal', 'of', 'the', 'explorers', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']);['It', 'seemed', 'to', 'be', 'slightly', 'receding', ',', 'though', 'no', 'definite', 'evidence', 'of', 'this', 'could', 'be', 'obtained', 'in', 'so', 'short', 'a', 'time', 'as', 'that', 'at', 'the', 'disposal', 'of', 'the', 'explorers', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']
20;GB-91_sample_English_20.txt_9391-9481;['GB-91_sample_English_20.txt'];[9474];[9479];['Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9474, end=9479, entitycategory=WEATHER)'];['winds'];One of the most useful observations made was that relating to the direction of the winds .;['ASPECT'];['WEATHER'];(['One', 'of', 'the', 'most', 'useful', 'observations', 'made', 'was', 'that', 'relating', 'to', 'the', 'direction', 'of', 'the', 'winds', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O']);['One', 'of', 'the', 'most', 'useful', 'observations', 'made', 'was', 'that', 'relating', 'to', 'the', 'direction', 'of', 'the', 'winds', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O']
20;GB-91_sample_English_20.txt_9482-9692;['GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt'];[9486, 9595, 9613, 9643];[9497, 9604, 9630, 9652];['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9486, end=9497, entitycategory=WEATHER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9595, end=9604, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9613, end=9630, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9643, end=9652, entitycategory=LOCATION)'];['trade-winds', 'Cape Horn', 'Cape of Good Hope', 'Australia'];The trade-winds blowing in the `` roaring forties , '' and which serve so good a purpose in carrying ships round Cape Horn and the Cape of Good Hope to and from Australia , blow from the west towards the east .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['WEATHER', 'LOCATION', 'LOCATION', 'LOCATION'];"(['The', 'trade', 'winds', 'blowing', 'in', 'the', 'roaring', 'forties', ',', ""''"", 'and', 'which', 'serve', 'so', 'good', 'a', 'purpose', 'in', 'carrying', 'ships', 'round', 'Cape', 'Horn', 'and', 'the', 'Cape', 'of', 'Good', 'Hope', 'to', 'and', 'from', 'Australia', ',', 'blow', 'from', 'the', 'west', 'towards', 'the', 'east', '.'], ['O', 'B-WEATHER', 'I-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])";"['The', 'trade', 'winds', 'blowing', 'in', 'the', 'roaring', 'forties', ',', ""''"", 'and', 'which', 'serve', 'so', 'good', 'a', 'purpose', 'in', 'carrying', 'ships', 'round', 'Cape', 'Horn', 'and', 'the', 'Cape', 'of', 'Good', 'Hope', 'to', 'and', 'from', 'Australia', ',', 'blow', 'from', 'the', 'west', 'towards', 'the', 'east', '.']";['O', 'B-WEATHER', 'I-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-91_sample_English_20.txt_9693-9830;['GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt'];[9746, 9800];[9762, 9805];['Eltine_Janssens', 'Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9746, end=9762, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9800, end=9805, entitycategory=WEATHER)'];['Antarctic Circle', 'winds'];At the position occupied by the _Gauss_ , inside the Antarctic Circle , it was noticed that the prevailing winds were from east to west .;['ASPECT', 'ASPECT'];['LOCATION', 'WEATHER'];(['At', 'the', 'position', 'occupied', 'by', 'the', '_Gauss_', ',', 'inside', 'the', 'Antarctic', 'Circle', ',', 'it', 'was', 'noticed', 'that', 'the', 'prevailing', 'winds', 'were', 'from', 'east', 'to', 'west', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O']);['At', 'the', 'position', 'occupied', 'by', 'the', '_Gauss_', ',', 'inside', 'the', 'Antarctic', 'Circle', ',', 'it', 'was', 'noticed', 'that', 'the', 'prevailing', 'winds', 'were', 'from', 'east', 'to', 'west', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-91_sample_English_20.txt_9831-10063;['GB-91_sample_English_20.txt', 'GB-91_sample_English_20.txt'];[9909, 10057];[9914, 10061];['Eltine_Janssens', 'Eltine_Janssens'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=9909, end=9914, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10057, end=10061, entitycategory=WEATHER)'];['ocean', 'wind'];Thus , if a clear passage could be found , vessels sailing round the southern ocean could select either an easterly or a westerly route as suited them best , instead of having , as at present , to follow that indicated by the wind .;['ASPECT', 'ASPECT'];['NAT_LANDFORM', 'WEATHER'];(['Thus', ',', 'if', 'a', 'clear', 'passage', 'could', 'be', 'found', ',', 'vessels', 'sailing', 'round', 'the', 'southern', 'ocean', 'could', 'select', 'either', 'an', 'easterly', 'or', 'a', 'westerly', 'route', 'as', 'suited', 'them', 'best', ',', 'instead', 'of', 'having', ',', 'as', 'at', 'present', ',', 'to', 'follow', 'that', 'indicated', 'by', 'the', 'wind', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O']);['Thus', ',', 'if', 'a', 'clear', 'passage', 'could', 'be', 'found', ',', 'vessels', 'sailing', 'round', 'the', 'southern', 'ocean', 'could', 'select', 'either', 'an', 'easterly', 'or', 'a', 'westerly', 'route', 'as', 'suited', 'them', 'best', ',', 'instead', 'of', 'having', ',', 'as', 'at', 'present', ',', 'to', 'follow', 'that', 'indicated', 'by', 'the', 'wind', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O']
19;IT_19_test.txt_0-157;['IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt'];[4, 24, 50, 58, 74, 92, 107, 121, 130, 147];[12, 33, 54, 63, 80, 97, 116, 126, 136, 156];['tess', 'tess', 'tess', 'tess', 'tess', 'tess', 'tess', 'tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4, end=12, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24, end=33, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=50, end=54, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=58, end=63, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=74, end=80, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=92, end=97, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=107, end=116, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=121, end=126, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=130, end=136, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=147, end=156, entitycategory=NAT_LANDFORM)'];['Crucifix', 'Mountains', 'road', 'Italy', 'Munich', 'Tyrol', 'Innsbruck', 'Bozen', 'Verona', 'mountains'];"The Crucifix Across the Mountains  
The imperial road to Italy goes from Munich across the Tyrol, through Innsbruck and Bozen to Verona, over the mountains.";['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['HUM_LANDFORM', 'NAT_LANDFORM', 'HUM_LANDFORM', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'NAT_LANDFORM'];(['The', 'Crucifix', 'Across', 'the', 'Mountains', 'The', 'imperial', 'road', 'to', 'Italy', 'goes', 'from', 'Munich', 'across', 'the', 'Tyrol', ',', 'through', 'Innsbruck', 'and', 'Bozen', 'to', 'Verona', ',', 'over', 'the', 'mountains', '.'], ['O', 'B-HUM_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']);['The', 'Crucifix', 'Across', 'the', 'Mountains', 'The', 'imperial', 'road', 'to', 'Italy', 'goes', 'from', 'Munich', 'across', 'the', 'Tyrol', ',', 'through', 'Innsbruck', 'and', 'Bozen', 'to', 'Verona', ',', 'over', 'the', 'mountains', '.'];['O', 'B-HUM_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']
19;IT_19_test.txt_1019-1261;['IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt', 'IT_19_test.txt'];[1060, 1121, 1162, 1225];[1064, 1134, 1171, 1229];['tess', 'tess', 'tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1060, end=1064, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1121, end=1134, entitycategory=HUM_LANDFORM, sentimentcategory=4)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1162, end=1171, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1225, end=1229, entitycategory=LAND_COVER)'];['Pope', 'the holy idol', 'mountains', 'soil'];The imperial processions, blessed by the Pope and accompanied by the great bishops, must have planted the holy idol like a new plant among the mountains, there where it multiplied and grew according to the soil, and the race that received it.;['ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT'];['PERSON', 'HUM_LANDFORM', 'NAT_LANDFORM', 'LAND_COVER'];(['The', 'imperial', 'processions', ',', 'blessed', 'by', 'the', 'Pope', 'and', 'accompanied', 'by', 'the', 'great', 'bishops', ',', 'must', 'have', 'planted', 'the', 'holy', 'idol', 'like', 'a', 'new', 'plant', 'among', 'the', 'mountains', ',', 'there', 'where', 'it', 'multiplied', 'and', 'grew', 'according', 'to', 'the', 'soil', ',', 'and', 'the', 'race', 'that', 'received', 'it', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'imperial', 'processions', ',', 'blessed', 'by', 'the', 'Pope', 'and', 'accompanied', 'by', 'the', 'great', 'bishops', ',', 'must', 'have', 'planted', 'the', 'holy', 'idol', 'like', 'a', 'new', 'plant', 'among', 'the', 'mountains', ',', 'there', 'where', 'it', 'multiplied', 'and', 'grew', 'according', 'to', 'the', 'soil', ',', 'and', 'the', 'race', 'that', 'received', 'it', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;IT_19_test.txt_1262-1375;['IT_19_test.txt', 'IT_19_test.txt'];[1284, 1305];[1300, 1314];['tess', 'tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1284, end=1300, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1305, end=1314, entitycategory=NAT_LANDFORM)'];['Bavarian uplands', 'foothills'];As one goes among the Bavarian uplands and foothills, soon one realizes here is another land, a strange religion.;['ASPECT', 'ASPECT'];['NAT_LANDFORM', 'NAT_LANDFORM'];(['As', 'one', 'goes', 'among', 'the', 'Bavarian', 'uplands', 'and', 'foothills', ',', 'soon', 'one', 'realizes', 'here', 'is', 'another', 'land', ',', 'a', 'strange', 'religion', '.'], ['O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['As', 'one', 'goes', 'among', 'the', 'Bavarian', 'uplands', 'and', 'foothills', ',', 'soon', 'one', 'realizes', 'here', 'is', 'another', 'land', ',', 'a', 'strange', 'religion', '.'];['O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
19;IT_19_test.txt_1376-1424;['IT_19_test.txt'];[1376];[1378];['tess'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1376, end=1378, entitycategory=NAT_LANDFORM)'];['It'];It is a strange country, remote, out of contact.;['ASPECT'];['NAT_LANDFORM'];(['It', 'is', 'a', 'strange', 'country', ',', 'remote', ',', 'out', 'of', 'contact', '.'], ['B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['It', 'is', 'a', 'strange', 'country', ',', 'remote', ',', 'out', 'of', 'contact', '.'];['B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
